0,1389854343000
1,1389943865000
1,1389943805000
2,1389945720000
3,1389945725000
4,1389945783000
5,1389945841000
6,1389945844000
7,1389945901000
8,1389945904000
9,1389945962000
10,1389945965000
11,1389946021000
12,1389946025000
13,1398874803000
13,1389892442000
13,1389892440000
13,1389892385000
13,1389892384000
13,1389892383000
13,1389892382000
13,1389892380000
13,1389892325000
13,1389892323000
13,1389892322000
13,1389892320000
13,1389892264000
13,1389892263000
13,1389892261000
13,1389892205000
13,1389892203000
13,1389892201000
13,1389892200000
13,1389892144000
13,1389892142000
13,1389892140000
13,1389892083000
13,1389892081000
13,1389892024000
13,1389892021000
13,1389891965000
13,1389891962000
13,1389891905000
14,1391237763000
14,1391237760000
14,1391237703000
14,1391237700000
14,1391237404000
14,1391237402000
14,1391237345000
14,1391237340000
14,1391237282000
14,1391237223000
14,1391237165000
14,1391237160000
14,1390643221000
14,1390643164000
14,1390643161000
14,1390643105000
14,1390643102000
14,1390643044000
14,1390643041000
14,1390642983000
14,1390642980000
14,1390642922000
14,1390642863000
15,1391237103000
16,1391240460000
16,1391240404000
16,1391239685000
16,1391239682000
16,1391239625000
16,1391239621000
16,1391239564000
16,1391239560000
16,1391239444000
16,1391239385000
17,1391241660000
18,1391242023000
19,1391242084000
20,1391244544000
21,1391981344000
21,1391981282000
22,1391981405000
22,1391981403000
22,1391981343000
22,1391981340000
22,1391981281000
22,1391981161000
23,1391981521000
23,1391981465000
23,1391981223000
23,1391981164000
24,1391981460000
25,1391981461000
26,1392347942000
27,1392963843000
27,1392963840000
27,1392963784000
27,1392961023000
27,1392961020000
27,1392960963000
27,1392960905000
27,1392960901000
27,1392960844000
27,1392960840000
27,1392960783000
27,1392960723000
27,1392960722000
27,1389944345000
28,1393183740000
29,1393665242000
30,1394162883000
30,1394140562000
30,1394140505000
30,1394133360000
30,1394133303000
30,1394126100000
30,1394125985000
30,1394125981000
30,1394125922000
30,1394125863000
31,1398874862000
31,1389945961000
32,1396413542000
32,1396413483000
32,1396413425000
32,1396413420000
32,1396413362000
32,1396413302000
32,1396413240000
32,1396413125000
32,1396409160000
32,1396409103000
32,1396409045000
32,1396409040000
32,1396408982000
32,1396408925000
32,1396408920000
32,1396408860000
32,1396408743000
32,1395508803000
32,1392967385000
32,1392967265000
32,1392967261000
32,1392967200000
32,1392967084000
32,1392967022000
32,1392964985000
32,1392964982000
32,1392964981000
32,1392964441000
32,1392964384000
32,1392964381000
32,1392964320000
32,1392964260000
32,1392964141000
33,1398874622000
33,1391241725000
34,1395121685000
34,1395121624000
34,1395121565000
34,1395121501000
34,1395121440000
34,1395120782000
34,1395120360000
35,1395121443000
36,1395121504000
37,1395121561000
38,1395121621000
39,1395460261000
40,1395460264000
41,1395460383000
42,1395460443000
43,1395460625000
43,1395460504000
43,1395460323000
44,1395460500000
45,1395460505000
46,1395460561000
47,1395460563000
48,1395460622000
49,1395460682000
50,1395460742000
51,1395461400000
51,1395461344000
51,1395461344000
51,1395461341000
51,1395461285000
51,1395461283000
52,1395461522000
52,1395461465000
52,1395461464000
52,1395461463000
52,1395461462000
53,1395461580000
53,1395461525000
53,1395461524000
54,1395461582000
55,1395461645000
55,1395461642000
55,1395461640000
55,1395461585000
55,1395461584000
55,1395461403000
56,1395508203000
56,1395460685000
56,1395458100000
56,1395457983000
56,1395457980000
56,1395457922000
56,1395457864000
56,1395457805000
56,1395457745000
56,1395457685000
56,1395457624000
57,1395508140000
58,1395508145000
59,1395508261000
60,1395508265000
61,1395508322000
62,1395508325000
63,1395508381000
64,1395508384000
65,1395508443000
66,1395508445000
67,1395508503000
68,1395508561000
69,1395513481000
69,1395513480000
69,1395513424000
69,1395513423000
69,1395513421000
69,1395513365000
69,1395513364000
69,1395513305000
69,1395513301000
69,1395513242000
69,1395513185000
69,1395513124000
70,1395555121000
70,1395555120000
70,1395555065000
70,1395555064000
70,1395555063000
70,1395555062000
70,1395555061000
70,1395555060000
70,1395555004000
70,1395555003000
70,1395555002000
70,1395555000000
70,1395554944000
70,1395554942000
70,1395554941000
70,1395554882000
70,1395554825000
70,1395554765000
71,1396412945000
71,1396412943000
71,1396412940000
71,1396412882000
71,1396412825000
71,1396412823000
71,1396412820000
71,1396412763000
71,1396412705000
71,1396412522000
71,1396412225000
71,1396412165000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416088982000
72,1416036423000
72,1408595340000
72,1408595281000
72,1408595105000
72,1408595100000
72,1408594984000
72,1408594862000
72,1399247220000
72,1398874805000
72,1396168380000
72,1396168325000
72,1396168322000
72,1396168321000
72,1396168264000
72,1396168264000
72,1395557462000
72,1395557345000
72,1395557285000
72,1395557223000
72,1395557220000
72,1395557100000
72,1395557044000
72,1395554641000
72,1395554585000
72,1395554583000
72,1395554580000
72,1395554523000
72,1395554520000
72,1395554461000
72,1395554403000
72,1395554342000
72,1395554284000
72,1395554225000
72,1395554221000
72,1395554160000
72,1395554103000
72,1395554045000
72,1395554041000
72,1395553983000
72,1395553925000
72,1395553922000
72,1395553920000
72,1395553863000
72,1395553860000
72,1395553744000
72,1395511924000
72,1395511920000
72,1395511863000
72,1395511805000
72,1395511802000
72,1395511743000
72,1395511681000
72,1395511623000
72,1395511562000
72,1395511500000
72,1395507724000
72,1395507722000
72,1395474360000
72,1395474301000
72,1395474243000
72,1395474240000
72,1395474181000
72,1395474122000
72,1395474062000
72,1395474001000
72,1395473941000
72,1395473882000
72,1395462904000
72,1395462900000
72,1395462841000
72,1395462783000
72,1395462720000
72,1395462605000
